,unique,outcome_type,description_fi,description_en
1502,"57HAMINAN KAUPUNKI, Lasten ja nuorten koulutuspalvelutTutoropettajien koulutus ja osaamisen kehittäminen",toimintamalli,"Meillä on valmiudet antaa kaikille kouluille tutorohjausta. Ohjausta annetaan opettaja- ja oppilasmäärästä riippuen. Kouluille on nimetty oma tutorohjaaja, mutta mikäli ohjaustarve on sellainen, että tutorryhmästä löytyy parempi asianosaaja, tehdään vaihtoja tutoreiden kesken.Tutorit ovat valinneet keskuudetaan pää tutorin, joka seuraa toimintaa ja raportoi. Tutoreilla on myös yhteinen ryhmä luotu kaupungin verkkosivuille.","We have the capacity to provide tutoring guidance to all schools. Guidance is given depending on the number of teachers and students. Schools have their own tutor tutor, but if the need for tutoring is such that a better partner can be found in the tutor group, exchanges are made between the tutors. Tutors also have a joint group created on the city’s website."
1503,57Svenskspråkig grundläggande utbildningTutorlärarnas utbildning och kompetensutveckling,toimintamalli,Ett nätverk har skapats för tutorlärare i Svenskfinland.,A network has been created for tutor teachers in Swedish Finland.
1504,57Vihdin kuntaTutorit ketteriksi opsin jalkauttamiseen Vihdissä,muu-tuotos,"Tutoropettajille hankittu täydennyskoulutusta kunkin tarpeen mukaan mm. ohjelmoinnista, tutortoiminnasta, pelillistämisestä.","In-service training acquired for tutor teachers according to each need e.g. programming, tutoring, gaming."
1505,57Malax kommunLokal och regional modell för tutorlärarnas utbildning,toimintamalli,Projektet har utmynnat i ett nytt verksamhetssätt och kan ses som en ny verksamhetsmodell som tagit ett steg vidare från den ursprungliga Petalaxmodellen. Den nya verksamhetsmodellen kan numera benämnas för Tutorlärarteam-modell. Det nya i tutorlärarteam-modellen är att den bygger på ett systematiskt sätt att arbeta där varje lärare ses som en viktig resurs för nytt lärande och verskamhetsutveckling. Tutorlärarna utgör centrala och viktiga resurser i och med att de är experter på att ringa in utvecklingsbehoven på sin egen skola samt även identifiera styrkorna i det egna kollegiet. Tutorläraren hjälper till att utveckla skolans verksamhetskultur i enlighet med läroplansmålen samtidigt som tutorläraren aktivt deltar i tutorlärarteam-nätverket där ny kunskap och praxis kontinuerligt diskuteras och praktiseras under handledning av IKT-pedagogen. Tutorlärarteam-modellen har fortfarande som mål att bli självgående efter projekttidens slut.,"The project has resulted in a new business approach and can be seen as a new business model that has taken a step further from the original Petalax model. The new business model can now be called the Tutor Teacher Team model. The new thing in the tutor teacher team model is that it is based on a systematic way of working where each teacher is seen as an important resource for new learning and skill development. Tutor teachers are central and important resources in that they are experts in identifying the development needs of their own school and also identifying the strengths of their own college. The tutor teacher helps to develop the school&#39;s business culture in accordance with the curriculum goals, while the tutor teacher actively participates in the tutor teacher team network where new knowledge and practice is continuously discussed and practiced under the guidance of the ICT educator. The tutor team model still aims to become self-sufficient after the end of the project period."
1506,57Skolgarantiföreningen r.f.Tutorlärarutbildning ,muu-tuotos,IKT strategi för skolan,ICT strategy for the school
1507,57Skolgarantiföreningen r.f.Tutorlärarutbildning ,toimintamalli,"KenGuru, Each-one-teach-one steg","KenGuru, Each-one-teach-one steg"
1508,57Skolgarantiföreningen r.f.Tutorlärarutbildning ,toimintamalli,Tipskort. Flertalet om olika delområden. ,Tip card. Most about different sub-areas.
1509,57Skolgarantiföreningen r.f.Tutorlärarutbildning ,toimintamalli,"Körkort för digitala kompetenser, elever. ","Driving license for digital skills, students."
1510,57Skolgarantiföreningen r.f.Tutorlärarutbildning ,tutkimus,Personalenkäter om kunskapsnivån inom digitala kompetenser,Staff surveys on the level of knowledge in digital skills
1511,57Larsmo kommunFramtidens tutorlärare,toimintamalli,Tack vare de Tutorlärare som utbildats så vet nu de övriga lärarna till vem de ska vända sig då de behöver handledning vid implementeringen av läroplanen.Tutorlärarna ordnar också interna utbildningar för sina kollegor.,"Thanks to the Tutor teachers who have been trained, the other teachers now know who to turn to as they need guidance in the implementation of the curriculum. The Tutor teachers also arrange internal training for their colleagues."
1512,57Hyrynsalmen kuntaHyrynsalmen tutoropettajien koulutus,,Digitutoropettaja toimii koulullamme arjessa tukien ja auttaen opettajakollegoita tvt:n  käytössä sekä on myös käytettävissä oppitunneilla. Digitutoropettaja saa korvausta toiminnastaan.,"A digital tutor works in our school in everyday life, supporting and helping teacher colleagues in the use of ICT, and is also available in lessons. A digital tutor receives compensation for his or her activities."
1513,57KristinestadKompetensutvecklande tutorer,toimintamalli,- Ny verksamhetsmodell där tutorläraren fungerar som ambulerande kompanjonlärare i olika skolor där behov finns- Workshops för lärare där fokus varit på digitala verktyg i undervisningen- Egen Facebook-sida för kommunens lärare där tips sprids för ibruktagande av digitala verktyg och lärmiljöer- It-strategi för kommunens skolor med utgångspunkt i det pedagogiska syftet har skapats- projektansökan för fortsatt finansiering av tutorverksamheten- tutorläraren som medlem i en regional arbetsgrupp för tutorlärare,- New business model where the tutor teacher works as a mobile companion teacher in different schools where there is a need- Workshops for teachers where the focus has been on digital tools in teaching- Own Facebook page for the municipality&#39;s teachers where tips are spread for the introduction of digital tools and learning environments- IT strategy for the municipality&#39;s schools based on the pedagogical purpose have been created - project application for continued funding of the tutor activities - the tutor teacher as a member of a regional working group for tutor teachers
1514,"57Kimitoöns kommun, bildningsavdelningenKimitoöns digitutorer - KidIT",toimintamalli,Utbildningen av tutorlärarna sköttes av utomstående partners och genom interna utbildningar i kommunen. Kommunens IT-pedagog har varit koordinator för verksamheten och har stött tutorlärarna i deras arbete.,The training of the tutor teachers was handled by external partners and through internal training in the municipality. The municipality&#39;s IT educator has been the coordinator for the activities and has supported the tutor teachers in their work.
1515,57Savitaipaleen kuntaTutoropettajan koulutus ja osaamisen kehittäminen,julkaisu,Tutoropettajatoiminnan esittely  kunnan koulujen omilla verkkosivuilla.,Presentation of tutoring activities on the municipality&#39;s own websites.
1516,57Savitaipaleen kuntaTutoropettajan koulutus ja osaamisen kehittäminen,tapahtuma,"Vanhemmille järjestettiin uuteen opetussuunnitelmaan ja digitaalisuuteen liiittyvä vanhempainilta syyskuussa 2017, jossa myöstutoropettajatoimintaa esiteltiin.","Parents were provided with a new curriculum and digitalization from parents in September 2017, which also introduced tutoring activities."
1517,57Savitaipaleen kuntaTutoropettajan koulutus ja osaamisen kehittäminen,julkaisu,Länsi-Saimaan alueen tutoropettajien yhteinen verkkosivusto.,Joint website of tutor teachers in the Western Saimaa region.
1518,57Savitaipaleen kuntaTutoropettajan koulutus ja osaamisen kehittäminen,tutkimus,"Opettajille on lähetetty syksyllä ja alkuvuodesta kysely, jonka perusteella tutortoimintaa suunnitelmaan vastaamaan opettajien tarpeita.","A questionnaire was sent to teachers in the fall and early years, based on which tutoring is planned to meet the needs of teachers."
1519,57Ypäjän kunta Tutor-opettajien koulutus,toimintamalli,Koulutukseen osallistuneet opettajat pystyvät kouluttamaan toisia opettajia ja antamaan apua toisille opettajille ja ohjaajille. ,Teachers who have participated in the training are able to train other teachers and provide assistance to other teachers and instructors.
1520,57Ypäjän kunta Tutor-opettajien koulutus,0,0,0
1521,57Nakkilan kuntaNakkilan katse kohti digikoulua,toimintamalli,"Koulun toimintakulttuurin muuttaminen siten, että jokaisella koululla toimii vähintään yksi tutoropettaja, jolle on resurssoitu aikaa toimintakulttuurin kehittämiseen. Lähitukimalli on tämän hankkeen myötä syntynyt. Nyt jatkossa olisi tarvetta laajemmallekin koulutukselle, jotta osaamisen jakaminen ja lisääntyminen jatkaa positiivista kehittymistä.","Changing the school&#39;s operating culture so that each school has at least one tutor teacher who has been resourced time to develop the operating culture. The local support model has emerged with this project. There is now a need for wider education in the future, so that the sharing and increase of knowledge continues to develop positively."
1522,57Nakkilan kuntaNakkilan katse kohti digikoulua,tapahtuma,"Nakkilan perusopetuksen opettajat ovat verkostuituneet Satakunnassa ja osallistuivat perusopetusforumiin, joka alueella järjestettiin.",Nakkila&#39;s basic education teachers have networked in Satakunta and participated in a basic education forum held in the area.
1523,57Euran kuntaTutoropettajien koulutus ja osaamisen kehittäminen,toimintamalli,koulutusta saaneet tutoropettajat kouluttaneet koulun henkilökuntaa chromebookkien käyttöön. Saatu digilaitteet käyttöön kaikissa kouluissa.,trained tutor teachers trained school staff to use chromebooks. Obtained digital equipment for use in all schools.
1524,"57Forssan kaupunki, Sivistys- ja tulevaisuustoimialaTutorit Työn Tueksi",muu-tuotos,"Neljän opettajan osaamispääomaa on kasvatettu siten, että heillä on valmiudet toimia tutor-opettajan tehtävässä.",The knowledge capital of the four teachers has been increased so that they have the capacity to act as tutors.
1525,"57Alajärven kaupunki, SivistyslautakuntaOppia ikä kaikki",julkaisu,"Sähköiseen oppimisympäristöön perustettu ulkopuolisilta suljettu verkkosivusto yhteystietojen, osaamisen, työsuunnitelmien sekä hankemateriaalin jakamiseksi. Kaikilla tutoropettajilla on mahdollisuus luoda verkkosivustoon uutta sisältöä.","An e-learning website set up outside the site to share contact information, expertise, work plans and project material. All tutors have the opportunity to create new content for the website."
1526,57Auran kuntaTutoropettajien koulutus ,muu-tuotos,Opettajat osallistuneet edellämainittuihin koulutuksiin.,Teachers participated in the above trainings.
1527,57Föreningen för Svenska samskolans i Tammerfors upprätthållande r.f.Tutorlärares utbildning och kompetensutveckling,,Inget konkret har ännu producerats.,Nothing concrete has been produced yet.
1528,"57Esbo stad, Svenska bildningstjänsterLära tillsammans",toimintamalli,Beskrivning av hur tutorlärarnas utbildning förverkligats . ,Description of how the tutor teachers&#39; education has been realized.
1529,57Borgå stadTutorlärarnas utbildning och kompetensutveckling,julkaisu,"Tutorläraranas www-sidaFB-grupper: Tutorläranas idèpool för åk 1-6 och 7-9, slutna grupper","Tutor teachers &#39;www-pageFB groups: Tutor teachers&#39; idea pool for years 1-6 and 7-9, closed groups"
1530,57Björneborgs svenska samskolaTutorlärarutbildning ,julkaisu,Tutorlärarna ingår i en FB-grupp med andra tutorlärare och samarbetar med lärare i andra skolor. ,The tutor teachers are part of a FB group with other tutor teachers and collaborate with teachers in other schools.
1531,"57Evijärven kuntaDigiloikan voimavarat -hanke, tutor apuna muutoksessa",,"Kaikissa kouluissa Pedanet on käytössä, kaikissa kouluissa opettajat myös käyttävät tai ainakin kokeilevat muita sähköisiä ympäristöjä.","Pedanet is used in all schools, teachers in all schools also use or at least try other electronic environments."
1532,"57Porin kaupunki, sivistyskeskusTutoropettajien osaamisen kehittäminen",toimintamalli,Omaehtoiseen koulutukseen hakeutuminen hankerahalla on ohjeistettu / automatisoitu. ,Applying for voluntary training with project money is instructed / automated.
1533,"57Porin kaupunki, sivistyskeskusTutoropettajien osaamisen kehittäminen",toimintamalli,"Toimintamalli on kuvattu oheisessa diapaketissa, jossa on kuvattu tutor opettajien koulutuksen yleiset linjaukset. Koulutustarjontaa ja toimintatapoja on tarkennettu toiminta-aikana. Kaikki ei näy tässä. Parhaillaan laaditaan teemaan liittyvää sivustoa. ","The operating model is described in the attached slide pack, which describes the general guidelines for tutor teacher training. The training offer and operating methods have been specified during the operating period. Not everything appears here. A site related to the theme is currently being developed."
